time,location,timestamp
1364360928,in[sudikoff],2013-03-27 05:08:48
1364361444,in[sudikoff],2013-03-27 05:17:24
1364361505,in[sudikoff],2013-03-27 05:18:25
1364361790,in[sudikoff],2013-03-27 05:23:10
1364362075,in[sudikoff],2013-03-27 05:27:55
1364362127,in[sudikoff],2013-03-27 05:28:47
1364362310,in[sudikoff],2013-03-27 05:31:50
1364362360,near[sudikoff; raven-house; ropeferry; ],2013-03-27 05:32:40
1364362438,near[college-street; raven-house; ropeferry; ],2013-03-27 05:33:58
1364362455,in[college-street],2013-03-27 05:34:15
1364362491,in[college-street],2013-03-27 05:34:51
1364362569,near[college-street; kemeny; baker-berry; ],2013-03-27 05:36:09
1364362585,in[kemeny],2013-03-27 05:36:25
1364362737,near[sanborn; baker-berry; kemeny; ],2013-03-27 05:38:57
1364362758,near[sanborn; parkhurst; baker-berry; ],2013-03-27 05:39:18
1364362850,near[parkhurst; baker-berry; ],2013-03-27 05:40:50
1364362865,near[robinson; mcnutt; wentworth; ],2013-03-27 05:41:05
1364362902,near[robinson; mcnutt; wentworth; ],2013-03-27 05:41:42
1364362917,in[53_commons],2013-03-27 05:41:57
1364362995,in[53_commons],2013-03-27 05:43:15
1364363055,in[53_commons],2013-03-27 05:44:15
1364363116,in[53_commons],2013-03-27 05:45:16
1364363176,in[53_commons],2013-03-27 05:46:16
1364363236,in[53_commons],2013-03-27 05:47:16
1364363296,in[53_commons],2013-03-27 05:48:16
1364363327,in[53_commons],2013-03-27 05:48:47
1364363416,in[53_commons],2013-03-27 05:50:16
1364363476,in[53_commons],2013-03-27 05:51:16
1364363536,in[53_commons],2013-03-27 05:52:16
1364363596,in[53_commons],2013-03-27 05:53:16
1364363656,in[53_commons],2013-03-27 05:54:16
1364363716,in[53_commons],2013-03-27 05:55:16
1364363777,in[53_commons],2013-03-27 05:56:17
1364363837,in[53_commons],2013-03-27 05:57:17
1364363897,in[53_commons],2013-03-27 05:58:17
1364363957,in[53_commons],2013-03-27 05:59:17
1364364017,in[53_commons],2013-03-27 06:00:17
1364364077,in[53_commons],2013-03-27 06:01:17
1364364137,in[53_commons],2013-03-27 06:02:17
1364364153,in[53_commons],2013-03-27 06:02:33
1364364257,in[53_commons],2013-03-27 06:04:17
1364364317,in[53_commons],2013-03-27 06:05:17
1364364377,in[53_commons],2013-03-27 06:06:17
1364364437,in[53_commons],2013-03-27 06:07:17
1364364477,in[53_commons],2013-03-27 06:07:57
1364364527,in[53_commons],2013-03-27 06:08:47
1364364618,in[53_commons],2013-03-27 06:10:18
1364364678,in[53_commons],2013-03-27 06:11:18
1364364738,in[53_commons],2013-03-27 06:12:18
1364364798,in[53_commons],2013-03-27 06:13:18
1364364856,in[53_commons],2013-03-27 06:14:16
1364364918,in[53_commons],2013-03-27 06:15:18
1364364978,in[53_commons],2013-03-27 06:16:18
1364365038,in[53_commons],2013-03-27 06:17:18
1364365059,in[53_commons],2013-03-27 06:17:39
1364365158,in[53_commons],2013-03-27 06:19:18
1364365218,in[53_commons],2013-03-27 06:20:18
1364365278,in[53_commons],2013-03-27 06:21:18
1364365338,in[53_commons],2013-03-27 06:22:18
1364365380,in[53_commons],2013-03-27 06:23:00
1364365392,in[53_commons],2013-03-27 06:23:12
1364365459,in[53_commons],2013-03-27 06:24:19
1364365519,in[53_commons],2013-03-27 06:25:19
1364365579,in[53_commons],2013-03-27 06:26:19
1364365639,in[53_commons],2013-03-27 06:27:19
1364365699,in[53_commons],2013-03-27 06:28:19
1364365713,in[53_commons],2013-03-27 06:28:33
1364365727,in[53_commons],2013-03-27 06:28:47
1364365819,in[53_commons],2013-03-27 06:30:19
1364365879,in[53_commons],2013-03-27 06:31:19
1364365939,in[53_commons],2013-03-27 06:32:19
1364365959,in[53_commons],2013-03-27 06:32:39
1364366059,in[53_commons],2013-03-27 06:34:19
1364366120,in[53_commons],2013-03-27 06:35:20
1364366180,in[53_commons],2013-03-27 06:36:20
1364366240,in[53_commons],2013-03-27 06:37:20
1364366280,in[53_commons],2013-03-27 06:38:00
1364366360,in[53_commons],2013-03-27 06:39:20
1364366377,in[53_commons],2013-03-27 06:39:37
1364366468,in[53_commons],2013-03-27 06:41:08
1364366531,in[53_commons],2013-03-27 06:42:11
1364366600,in[53_commons],2013-03-27 06:43:20
1364366660,in[53_commons],2013-03-27 06:44:20
1364366720,in[53_commons],2013-03-27 06:45:20
1364366780,in[53_commons],2013-03-27 06:46:20
1364366815,in[53_commons],2013-03-27 06:46:55
1364366900,in[53_commons],2013-03-27 06:48:20
1364366927,in[53_commons],2013-03-27 06:48:47
1364367021,in[53_commons],2013-03-27 06:50:21
1364367081,in[53_commons],2013-03-27 06:51:21
1364367141,in[53_commons],2013-03-27 06:52:21
1364367201,in[53_commons],2013-03-27 06:53:21
1364367261,near[53_commons; massrow; robinson; ],2013-03-27 06:54:21
1364367319,near[massrow; robinson; mcnutt; ],2013-03-27 06:55:19
1364367334,near[baker-berry; robinson; mcnutt; ],2013-03-27 06:55:34
1364367358,near[thornton; hopkins; dartmouth_hall; ],2013-03-27 06:55:58
1364367373,near[thornton; hopkins; massrow; ],2013-03-27 06:56:13
1364367441,near[thornton; reed; hopkins; ],2013-03-27 06:57:21
1364367462,near[thornton; reed; dartmouth_hall; ],2013-03-27 06:57:42
1364367478,near[wentworth; hopkins; thornton; ],2013-03-27 06:57:58
1364367499,near[wentworth; dartmouth_hall; hopkins; ],2013-03-27 06:58:19
1364367514,near[wentworth; dartmouth_hall; websterhall; ],2013-03-27 06:58:34
1364367584,near[baker-berry; websterhall; wentworth; ],2013-03-27 06:59:44
1364367599,near[baker-berry; steele; websterhall; ],2013-03-27 06:59:59
1364367653,near[baker-berry; steele; college-street; ],2013-03-27 07:00:53
1364367713,near[baker-berry; steele; college-street; ],2013-03-27 07:01:53
1364367736,near[college-street; steele; fairchild; ],2013-03-27 07:02:16
1364367833,near[sudikoff; college-street; mclaughlin; ],2013-03-27 07:03:53
1364367891,near[sudikoff; college-street; mclaughlin; ],2013-03-27 07:04:51
1364367949,in[sudikoff],2013-03-27 07:05:49
1364368118,in[sudikoff],2013-03-27 07:08:38
1364368269,in[sudikoff],2013-03-27 07:11:09
1364368403,in[sudikoff],2013-03-27 07:13:23
1364368659,in[sudikoff],2013-03-27 07:17:39
1364368706,in[sudikoff],2013-03-27 07:18:26
1364368732,in[sudikoff],2013-03-27 07:18:52
1364368834,in[sudikoff],2013-03-27 07:20:34
1364368866,near[sudikoff; mclaughlin; burke; ],2013-03-27 07:21:06
1364368882,near[burke; mclaughlin; steele; ],2013-03-27 07:21:22
1364368941,near[mclaughlin; burke; steele; ],2013-03-27 07:22:21
1364368957,in[mclaughlin],2013-03-27 07:22:37
1364369010,near[mclaughlin; dana-library; ropeferry; ],2013-03-27 07:23:30
1364369102,near[dana-library; lsb; ],2013-03-27 07:25:02
1364369152,in[lsb],2013-03-27 07:25:52
1364369168,in[north-park],2013-03-27 07:26:08
1364369321,in[north-park],2013-03-27 07:28:41
1364369621,in[north-park],2013-03-27 07:33:41
1364369668,in[north-park],2013-03-27 07:34:28
1364369728,in[north-park],2013-03-27 07:35:28
1364369738,in[north-park],2013-03-27 07:35:38
1364369788,in[north-park],2013-03-27 07:36:28
1364369849,in[north-park],2013-03-27 07:37:29
1364369909,in[north-park],2013-03-27 07:38:29
1364369969,in[north-park],2013-03-27 07:39:29
1364370029,in[north-park],2013-03-27 07:40:29
1364370062,in[north-park],2013-03-27 07:41:02
1364370149,in[north-park],2013-03-27 07:42:29
1364370209,in[north-park],2013-03-27 07:43:29
1364370269,in[north-park],2013-03-27 07:44:29
1364370329,in[north-park],2013-03-27 07:45:29
1364370386,in[north-park],2013-03-27 07:46:26
1364370450,in[north-park],2013-03-27 07:47:30
1364370510,in[north-park],2013-03-27 07:48:30
1364370527,in[north-park],2013-03-27 07:48:47
1364370630,in[north-park],2013-03-27 07:50:30
1364370690,in[north-park],2013-03-27 07:51:30
1364370711,in[north-park],2013-03-27 07:51:51
1364370810,in[north-park],2013-03-27 07:53:30
1364370870,in[north-park],2013-03-27 07:54:30
1364370930,in[north-park],2013-03-27 07:55:30
1364370990,in[north-park],2013-03-27 07:56:30
1364371036,in[north-park],2013-03-27 07:57:16
1364371110,in[north-park],2013-03-27 07:58:30
1364371171,in[north-park],2013-03-27 07:59:31
1364371231,in[north-park],2013-03-27 08:00:31
1364371291,in[north-park],2013-03-27 08:01:31
1364371351,in[north-park],2013-03-27 08:02:31
1364371361,in[north-park],2013-03-27 08:02:41
1364371411,in[north-park],2013-03-27 08:03:31
1364371471,in[north-park],2013-03-27 08:04:31
1364371531,in[north-park],2013-03-27 08:05:31
1364371591,in[north-park],2013-03-27 08:06:31
1364371651,in[north-park],2013-03-27 08:07:31
1364371685,in[north-park],2013-03-27 08:08:05
1364371727,in[north-park],2013-03-27 08:08:47
1364371832,in[north-park],2013-03-27 08:10:32
1364371892,in[north-park],2013-03-27 08:11:32
1364371952,in[north-park],2013-03-27 08:12:32
1364372009,in[north-park],2013-03-27 08:13:29
1364372025,in[north-park],2013-03-27 08:13:45
1364372072,in[north-park],2013-03-27 08:14:32
1364372132,in[north-park],2013-03-27 08:15:32
1364372192,in[north-park],2013-03-27 08:16:32
1364372252,in[north-park],2013-03-27 08:17:32
1364372312,in[north-park],2013-03-27 08:18:32
1364372349,in[north-park],2013-03-27 08:19:09
1364372433,in[north-park],2013-03-27 08:20:33
1364372493,in[north-park],2013-03-27 08:21:33
1364372553,in[north-park],2013-03-27 08:22:33
1364372613,in[north-park],2013-03-27 08:23:33
1364372673,in[north-park],2013-03-27 08:24:33
1364372733,in[north-park],2013-03-27 08:25:33
1364372793,in[north-park],2013-03-27 08:26:33
1364372853,in[north-park],2013-03-27 08:27:33
1364372913,in[north-park],2013-03-27 08:28:33
1364372927,in[north-park],2013-03-27 08:28:47
1364372973,in[north-park],2013-03-27 08:29:33
1364373000,in[north-park],2013-03-27 08:30:00
1364373093,in[north-park],2013-03-27 08:31:33
1364373154,in[north-park],2013-03-27 08:32:34
1364373214,in[north-park],2013-03-27 08:33:34
1364373274,in[north-park],2013-03-27 08:34:34
1364373325,in[north-park],2013-03-27 08:35:25
1364373394,in[north-park],2013-03-27 08:36:34
1364373454,in[north-park],2013-03-27 08:37:34
1364373514,in[north-park],2013-03-27 08:38:34
