time,location,timestamp
1364313744,in[ripley],2013-03-26 16:02:24
1364313987,in[ripley],2013-03-26 16:06:27
1364314314,in[ripley],2013-03-26 16:11:54
1364314599,in[ripley],2013-03-26 16:16:39
1364314884,in[ripley],2013-03-26 16:21:24
1364314986,in[ripley],2013-03-26 16:23:06
1364315187,in[ripley],2013-03-26 16:26:27
1364315786,in[ripley],2013-03-26 16:36:26
1364316071,in[ripley],2013-03-26 16:41:11
1364316356,in[ripley],2013-03-26 16:45:56
1364316387,in[ripley],2013-03-26 16:46:27
1364316641,in[ripley],2013-03-26 16:50:41
1364316926,in[ripley],2013-03-26 16:55:26
1364317211,in[ripley],2013-03-26 17:00:11
1364317496,in[ripley],2013-03-26 17:04:56
1364317587,in[ripley],2013-03-26 17:06:27
1364318398,in[ripley],2013-03-26 17:19:58
1364318683,in[ripley],2013-03-26 17:24:43
1364318787,in[ripley],2013-03-26 17:26:27
1364318968,in[ripley],2013-03-26 17:29:28
1364319253,in[ripley],2013-03-26 17:34:13
1364319538,in[ripley],2013-03-26 17:38:58
1364319823,in[ripley],2013-03-26 17:43:43
1364319987,in[ripley],2013-03-26 17:46:27
1364320108,in[ripley],2013-03-26 17:48:28
1364320206,in[ripley],2013-03-26 17:50:06
1364321010,in[ripley],2013-03-26 18:03:30
1364321187,in[ripley],2013-03-26 18:06:27
1364321295,in[ripley],2013-03-26 18:08:15
1364321580,in[ripley],2013-03-26 18:13:00
1364321865,in[ripley],2013-03-26 18:17:45
1364322150,in[ripley],2013-03-26 18:22:30
1364322387,in[ripley],2013-03-26 18:26:27
1364322435,in[ripley],2013-03-26 18:27:15
1364322720,in[ripley],2013-03-26 18:32:00
1364322846,in[ripley],2013-03-26 18:34:06
1364323587,in[ripley],2013-03-26 18:46:27
1364323907,in[ripley],2013-03-26 18:51:47
1364324192,in[ripley],2013-03-26 18:56:32
1364324477,in[ripley],2013-03-26 19:01:17
1364324762,in[ripley],2013-03-26 19:06:02
1364324787,in[ripley],2013-03-26 19:06:27
1364325047,in[ripley],2013-03-26 19:10:47
1364325332,in[ripley],2013-03-26 19:15:32
1364325430,in[ripley],2013-03-26 19:17:10
1364325987,in[ripley],2013-03-26 19:26:27
1364326233,in[ripley],2013-03-26 19:30:33
1364326518,in[ripley],2013-03-26 19:35:18
1364326803,in[ripley],2013-03-26 19:40:03
1364327088,in[ripley],2013-03-26 19:44:48
1364327187,in[ripley],2013-03-26 19:46:27
1364327373,in[ripley],2013-03-26 19:49:33
1364327658,in[ripley],2013-03-26 19:54:18
1364327943,in[ripley],2013-03-26 19:59:03
1364328066,in[ripley],2013-03-26 20:01:06
1364328387,in[ripley],2013-03-26 20:06:27
1364328846,in[ripley],2013-03-26 20:14:06
1364329131,in[ripley],2013-03-26 20:18:51
1364329416,in[ripley],2013-03-26 20:23:36
1364329587,in[ripley],2013-03-26 20:26:27
1364329701,in[ripley],2013-03-26 20:28:21
1364329986,in[ripley],2013-03-26 20:33:06
1364330271,in[ripley],2013-03-26 20:37:51
1364330556,in[ripley],2013-03-26 20:42:36
1364330706,in[ripley],2013-03-26 20:45:06
1364330787,in[ripley],2013-03-26 20:46:27
1364331149,in[ripley],2013-03-26 20:52:29
1364331182,in[ripley],2013-03-26 20:53:02
1364331458,in[ripley],2013-03-26 20:57:38
1364331743,in[ripley],2013-03-26 21:02:23
1364331987,in[ripley],2013-03-26 21:06:27
1364332313,in[ripley],2013-03-26 21:11:53
1364332598,in[ripley],2013-03-26 21:16:38
1364332883,in[ripley],2013-03-26 21:21:23
1364333168,in[ripley],2013-03-26 21:26:08
1364333187,in[ripley],2013-03-26 21:26:27
1364333286,in[ripley],2013-03-26 21:28:06
1364334070,in[ripley],2013-03-26 21:41:10
1364334355,in[ripley],2013-03-26 21:45:55
1364334387,in[ripley],2013-03-26 21:46:27
1364334640,in[ripley],2013-03-26 21:50:40
1364334925,in[ripley],2013-03-26 21:55:25
1364335210,in[ripley],2013-03-26 22:00:10
1364335495,in[ripley],2013-03-26 22:04:55
1364335587,in[ripley],2013-03-26 22:06:27
1364335780,in[ripley],2013-03-26 22:09:40
1364335910,in[ripley],2013-03-26 22:11:50
1364336682,in[ripley],2013-03-26 22:24:42
1364336787,in[ripley],2013-03-26 22:26:27
1364336967,in[ripley],2013-03-26 22:29:27
1364337252,in[ripley],2013-03-26 22:34:12
1364337537,in[ripley],2013-03-26 22:38:57
1364337822,in[ripley],2013-03-26 22:43:42
1364337987,in[ripley],2013-03-26 22:46:27
1364338107,in[ripley],2013-03-26 22:48:27
1364338392,near[ripley; woodward; ],2013-03-26 22:53:12
1364338490,near[woodward; ripley; ],2013-03-26 22:54:50
1364339141,in[ripley],2013-03-26 23:05:41
1364339156,near[wentworth; fayerweather; ],2013-03-26 23:05:56
1364339170,in[wentworth],2013-03-26 23:06:10
1364339187,near[wentworth; rollins-chapel; fayerweather; ],2013-03-26 23:06:27
1364339251,near[wentworth; rollins-chapel; websterhall; ],2013-03-26 23:07:31
1364339266,near[parkhurst; hopkins; wentworth; ],2013-03-26 23:07:46
1364339334,near[parkhurst; hopkins; wentworth; ],2013-03-26 23:08:54
1364339429,near[hopkins; robinson; thornton; ],2013-03-26 23:10:29
1364339444,near[robinson; hopkins; baker-berry; ],2013-03-26 23:10:44
1364339580,in[hopkins],2013-03-26 23:13:00
1364339865,in[hopkins],2013-03-26 23:17:45
1364340150,in[hopkins],2013-03-26 23:22:30
1364340387,in[hopkins],2013-03-26 23:26:27
1364340435,in[hopkins],2013-03-26 23:27:15
1364340720,in[hopkins],2013-03-26 23:32:00
1364341005,in[hopkins],2013-03-26 23:36:45
1364341104,in[hopkins],2013-03-26 23:38:24
1364341587,in[hopkins],2013-03-26 23:46:27
1364341907,in[hopkins],2013-03-26 23:51:47
1364342192,in[hopkins],2013-03-26 23:56:32
1364342477,in[hopkins],2013-03-27 00:01:17
1364342762,in[hopkins],2013-03-27 00:06:02
1364342787,in[hopkins],2013-03-27 00:06:27
1364343047,in[hopkins],2013-03-27 00:10:47
1364343332,in[hopkins],2013-03-27 00:15:32
1364343617,in[hopkins],2013-03-27 00:20:17
1364343726,in[hopkins],2013-03-27 00:22:06
1364343987,in[hopkins],2013-03-27 00:26:27
1364344518,in[hopkins],2013-03-27 00:35:18
1364344803,in[hopkins],2013-03-27 00:40:03
1364345089,in[hopkins],2013-03-27 00:44:49
1364345187,in[hopkins],2013-03-27 00:46:27
1364345374,in[hopkins],2013-03-27 00:49:34
1364345659,in[hopkins],2013-03-27 00:54:19
1364345944,in[hopkins],2013-03-27 00:59:04
1364346229,in[hopkins],2013-03-27 01:03:49
1364346337,in[hopkins],2013-03-27 01:05:37
1364346387,in[hopkins],2013-03-27 01:06:27
1364347130,in[hopkins],2013-03-27 01:18:50
1364347415,in[hopkins],2013-03-27 01:23:35
1364347587,in[hopkins],2013-03-27 01:26:27
1364347701,in[hopkins],2013-03-27 01:28:21
1364347985,in[hopkins],2013-03-27 01:33:05
1364348271,in[hopkins],2013-03-27 01:37:51
1364348467,in[hopkins],2013-03-27 01:41:07
1364348482,in[hopkins],2013-03-27 01:41:22
1364348556,in[hopkins],2013-03-27 01:42:36
1364348603,in[hopkins],2013-03-27 01:43:23
1364348620,near[parkhurst; robinson; baker-berry; ],2013-03-27 01:43:40
1364348716,near[parkhurst; dartmouth_hall; wentworth; ],2013-03-27 01:45:16
1364348748,near[websterhall; wentworth; dartmouth_hall; ],2013-03-27 01:45:48
1364348782,near[baker-berry; sanborn; websterhall; ],2013-03-27 01:46:22
1364348793,near[baker-berry; websterhall; sanborn; ],2013-03-27 01:46:33
1364348841,in[baker-berry],2013-03-27 01:47:21
1364348912,near[baker-berry; college-street; steele; ],2013-03-27 01:48:32
1364348946,near[college-street; steele; sudikoff; ],2013-03-27 01:49:06
1364349009,near[mclaughlin; college-street; steele; ],2013-03-27 01:50:09
1364349050,near[dana-library; mclaughlin; burke; ],2013-03-27 01:50:50
1364349743,in[lsb],2013-03-27 02:02:23
1364349987,in[lsb],2013-03-27 02:06:27
1364350313,in[lsb],2013-03-27 02:11:53
1364350598,in[lsb],2013-03-27 02:16:38
1364350883,in[lsb],2013-03-27 02:21:23
1364351168,in[lsb],2013-03-27 02:26:08
1364351187,in[lsb],2013-03-27 02:26:27
1364351453,in[lsb],2013-03-27 02:30:53
1364351586,in[lsb],2013-03-27 02:33:06
1364352355,in[lsb],2013-03-27 02:45:55
1364352387,in[lsb],2013-03-27 02:46:27
1364352640,in[lsb],2013-03-27 02:50:40
1364352925,in[lsb],2013-03-27 02:55:25
1364352994,in[lsb],2013-03-27 02:56:34
1364353210,in[lsb],2013-03-27 03:00:10
1364353495,in[lsb],2013-03-27 03:04:55
1364353587,in[lsb],2013-03-27 03:06:27
1364353629,in[lsb],2013-03-27 03:07:09
1364353725,in[lsb],2013-03-27 03:08:45
1364353742,in[dana-library],2013-03-27 03:09:02
1364353786,in[dana-library],2013-03-27 03:09:46
1364353801,in[mclaughlin],2013-03-27 03:10:01
1364353820,in[mclaughlin],2013-03-27 03:10:20
1364353844,in[burke],2013-03-27 03:10:44
1364353926,near[steele; burke; college-street; ],2013-03-27 03:12:06
1364353941,in[steele],2013-03-27 03:12:21
1364353981,near[steele; baker-berry; college-street; ],2013-03-27 03:13:01
1364353997,in[baker-berry],2013-03-27 03:13:17
1364354069,near[baker-berry; wentworth; rollins-chapel; ],2013-03-27 03:14:29
1364354088,near[rollins-chapel; wentworth; ],2013-03-27 03:14:48
1364354103,near[rollins-chapel; wentworth; ],2013-03-27 03:15:03
1364354119,in[ripley],2013-03-27 03:15:19
1364354131,in[ripley],2013-03-27 03:15:31
1364354166,in[ripley],2013-03-27 03:16:06
1364354397,in[woodward],2013-03-27 03:19:57
1364354497,in[woodward],2013-03-27 03:21:37
1364354512,in[topliff],2013-03-27 03:21:52
1364354528,near[thornton; Mckenzie; batrlett; ],2013-03-27 03:22:08
1364354559,near[hopkins; thornton; Mckenzie; ],2013-03-27 03:22:39
1364354575,in[hopkins],2013-03-27 03:22:55
1364354682,in[hopkins],2013-03-27 03:24:42
1364354699,in[hopkins],2013-03-27 03:24:59
1364354740,near[hopkins; carson-tech_services; HanoverInn; ],2013-03-27 03:25:40
1364354763,near[topliff; Mckenzie; carson-tech_services; ],2013-03-27 03:26:03
1364354781,near[topliff; Mckenzie; sport-venues; ],2013-03-27 03:26:21
1364354798,near[sport-venues; north-park; topliff; ],2013-03-27 03:26:38
1364354834,in[sport-venues],2013-03-27 03:27:14
1364354844,in[sport-venues],2013-03-27 03:27:24
1364354937,in[sport-venues],2013-03-27 03:28:57
1364355252,in[sport-venues],2013-03-27 03:34:12
1364355537,in[sport-venues],2013-03-27 03:38:57
1364355822,in[sport-venues],2013-03-27 03:43:42
1364355987,in[sport-venues],2013-03-27 03:46:27
1364356107,in[sport-venues],2013-03-27 03:48:27
