time,location,timestamp
1364314151,in[sudikoff],2013-03-26 16:09:11
1364314746,in[sudikoff],2013-03-26 16:19:06
1364315351,in[sudikoff],2013-03-26 16:29:11
1364316551,in[sudikoff],2013-03-26 16:49:11
1364317751,in[sudikoff],2013-03-26 17:09:11
1364318406,in[sudikoff],2013-03-26 17:20:06
1364318951,in[sudikoff],2013-03-26 17:29:11
1364320151,in[sudikoff],2013-03-26 17:49:11
1364320217,in[sudikoff],2013-03-26 17:50:17
1364321351,in[sudikoff],2013-03-26 18:09:11
1364322017,in[sudikoff],2013-03-26 18:20:17
1364322551,in[sudikoff],2013-03-26 18:29:11
1364323751,in[sudikoff],2013-03-26 18:49:11
1364323866,in[sudikoff],2013-03-26 18:51:06
1364324951,in[sudikoff],2013-03-26 19:09:11
1364325695,in[sudikoff],2013-03-26 19:21:35
1364326151,in[sudikoff],2013-03-26 19:29:11
1364327351,in[sudikoff],2013-03-26 19:49:11
1364327526,in[sudikoff],2013-03-26 19:52:06
1364328551,in[sudikoff],2013-03-26 20:09:11
1364329386,in[sudikoff],2013-03-26 20:23:06
1364329751,in[sudikoff],2013-03-26 20:29:11
1364330951,in[sudikoff],2013-03-26 20:49:11
1364331246,in[sudikoff],2013-03-26 20:54:06
1364332151,in[sudikoff],2013-03-26 21:09:11
1364333069,in[sudikoff],2013-03-26 21:24:29
1364333351,in[sudikoff],2013-03-26 21:29:11
1364334551,in[sudikoff],2013-03-26 21:49:11
1364334906,in[sudikoff],2013-03-26 21:55:06
1364335751,in[sudikoff],2013-03-26 22:09:11
1364336766,in[sudikoff],2013-03-26 22:26:06
1364336951,in[sudikoff],2013-03-26 22:29:11
1364338151,in[sudikoff],2013-03-26 22:49:11
1364338626,in[sudikoff],2013-03-26 22:57:06
1364339351,in[sudikoff],2013-03-26 23:09:11
1364340486,in[sudikoff],2013-03-26 23:28:06
1364340551,in[sudikoff],2013-03-26 23:29:11
1364341751,in[sudikoff],2013-03-26 23:49:11
1364342305,in[sudikoff],2013-03-26 23:58:25
1364342951,in[sudikoff],2013-03-27 00:09:11
1364344146,in[sudikoff],2013-03-27 00:29:06
1364345351,in[sudikoff],2013-03-27 00:49:11
1364346006,in[sudikoff],2013-03-27 01:00:06
1364346551,in[sudikoff],2013-03-27 01:09:11
1364347751,in[sudikoff],2013-03-27 01:29:11
1364347817,in[sudikoff],2013-03-27 01:30:17
1364348951,in[sudikoff],2013-03-27 01:49:11
1364349652,in[sudikoff],2013-03-27 02:00:52
1364350151,in[sudikoff],2013-03-27 02:09:11
1364351351,in[sudikoff],2013-03-27 02:29:11
1364351466,in[sudikoff],2013-03-27 02:31:06
1364352551,in[sudikoff],2013-03-27 02:49:11
1364353295,in[sudikoff],2013-03-27 03:01:35
1364353751,in[sudikoff],2013-03-27 03:09:11
1364354951,in[sudikoff],2013-03-27 03:29:11
1364355126,in[sudikoff],2013-03-27 03:32:06
1364356151,in[sudikoff],2013-03-27 03:49:11
1364356986,in[sudikoff],2013-03-27 04:03:06
1364357351,in[sudikoff],2013-03-27 04:09:11
1364358551,in[sudikoff],2013-03-27 04:29:11
1364358815,in[sudikoff],2013-03-27 04:33:35
1364359751,in[sudikoff],2013-03-27 04:49:11
1364360646,in[sudikoff],2013-03-27 05:04:06
1364360951,in[sudikoff],2013-03-27 05:09:11
1364362151,in[sudikoff],2013-03-27 05:29:11
1364362496,in[sudikoff],2013-03-27 05:34:56
1364363351,in[sudikoff],2013-03-27 05:49:11
1364364306,in[sudikoff],2013-03-27 06:05:06
1364364551,in[sudikoff],2013-03-27 06:09:11
1364368098,in[sudikoff],2013-03-27 07:08:18
