time,location,timestamp
1364351456,in[lsb],2013-03-27 02:30:56
1364351466,in[lsb],2013-03-27 02:31:06
1364351517,in[lsb],2013-03-27 02:31:57
1364351638,in[lsb],2013-03-27 02:33:58
1364351759,in[lsb],2013-03-27 02:35:59
1364351881,in[lsb],2013-03-27 02:38:01
1364352003,in[lsb],2013-03-27 02:40:03
1364352071,in[lsb],2013-03-27 02:41:11
1364352909,in[lsb],2013-03-27 02:55:09
1364352994,in[lsb],2013-03-27 02:56:34
1364353085,in[lsb],2013-03-27 02:58:05
1364353172,in[lsb],2013-03-27 02:59:32
1364353224,in[lsb],2013-03-27 03:00:24
1364353275,in[lsb],2013-03-27 03:01:15
1364353565,in[lsb],2013-03-27 03:06:05
1364353627,in[lsb],2013-03-27 03:07:07
1364353741,in[lsb],2013-03-27 03:09:01
1364353770,near[lsb; vail; dana-library; ],2013-03-27 03:09:30
1364353844,in[dana-library],2013-03-27 03:10:44
1364353858,in[dana-library],2013-03-27 03:10:58
1364353888,in[dana-library],2013-03-27 03:11:28
1364353937,in[mclaughlin],2013-03-27 03:12:17
1364353958,near[mclaughlin; moore; burke; ],2013-03-27 03:12:38
1364354096,in[college-street],2013-03-27 03:14:56
1364354118,in[college-street],2013-03-27 03:15:18
1364354134,in[kemeny],2013-03-27 03:15:34
1364354144,in[kemeny],2013-03-27 03:15:44
1364354190,in[kemeny],2013-03-27 03:16:30
1364354379,in[kemeny],2013-03-27 03:19:39
1364354429,in[kemeny],2013-03-27 03:20:29
1364357029,in[kemeny],2013-03-27 04:03:49
1364357115,in[kemeny],2013-03-27 04:05:15
1364357190,in[kemeny],2013-03-27 04:06:30
1364357227,in[kemeny],2013-03-27 04:07:07
1364358341,in[kemeny],2013-03-27 04:25:41
1364358360,in[kemeny],2013-03-27 04:26:00
1364358404,in[kemeny],2013-03-27 04:26:44
1364358428,in[kemeny],2013-03-27 04:27:08
1364358447,in[kemeny],2013-03-27 04:27:27
1364358508,near[kemeny; carpenterhall; silsby-rocky; ],2013-03-27 04:28:28
1364358556,near[butterfield; silsby-rocky; blunt_alumni_center; ],2013-03-27 04:29:16
1364358617,in[butterfield],2013-03-27 04:30:17
1364358628,near[parkhurst; butterfield; ],2013-03-27 04:30:28
1364358638,near[parkhurst; sanborn; carpenterhall; ],2013-03-27 04:30:38
1364358677,near[parkhurst; hitchcock; blunt_alumni_center; ],2013-03-27 04:31:17
1364358763,in[parkhurst],2013-03-27 04:32:43
1364358778,near[massrow; parkhurst; mcnutt; ],2013-03-27 04:32:58
1364359140,in[hopkins],2013-03-27 04:39:00
1364359167,in[hopkins],2013-03-27 04:39:27
1364359177,near[robinson; 53_commons; mcnutt; ],2013-03-27 04:39:37
1364359199,near[53_commons; massrow; mcnutt; ],2013-03-27 04:39:59
1364359228,in[53_commons],2013-03-27 04:40:28
1364359241,in[53_commons],2013-03-27 04:40:41
1364359287,in[53_commons],2013-03-27 04:41:27
1364359393,in[53_commons],2013-03-27 04:43:13
1364359566,in[53_commons],2013-03-27 04:46:06
1364359628,in[53_commons],2013-03-27 04:47:08
1364360039,in[53_commons],2013-03-27 04:53:59
1364360124,in[53_commons],2013-03-27 04:55:24
1364360144,in[53_commons],2013-03-27 04:55:44
1364360295,near[robinson; massrow; 53_commons; ],2013-03-27 04:58:15
1364360428,near[robinson; hopkins; massrow; ],2013-03-27 05:00:28
1364360460,near[massrow; robinson; hopkins; ],2013-03-27 05:01:00
1364360495,in[massrow],2013-03-27 05:01:35
1364360542,near[fairbanks; massrow; ],2013-03-27 05:02:22
1364360564,near[massrow; gile; ],2013-03-27 05:02:44
1364360583,in[gile],2013-03-27 05:03:03
1364360617,in[lord],2013-03-27 05:03:37
1364360729,near[chasehall; murdough; woodburyhall; ],2013-03-27 05:05:29
1364360781,near[chasehall; murdough; maclean; ],2013-03-27 05:06:21
1364360947,in[maxwell],2013-03-27 05:09:07
1364361003,in[maxwell],2013-03-27 05:10:03
1364361186,in[maxwell],2013-03-27 05:13:06
1364361245,in[maxwell],2013-03-27 05:14:05
1364361415,in[maxwell],2013-03-27 05:16:55
1364361531,in[maxwell],2013-03-27 05:18:51
1364363191,near[maxwell; maclean; judge; ],2013-03-27 05:46:31
1364363228,near[maclean; maxwell; judge; ],2013-03-27 05:47:08
1364363282,in[cummings],2013-03-27 05:48:02
1364363294,in[cummings],2013-03-27 05:48:14
1364363351,in[cummings],2013-03-27 05:49:11
1364363450,in[cummings],2013-03-27 05:50:50
1364363536,in[cummings],2013-03-27 05:52:16
1364363620,in[cummings],2013-03-27 05:53:40
1364363656,in[cummings],2013-03-27 05:54:16
1364364839,in[cummings],2013-03-27 06:13:59
1364364890,in[cummings],2013-03-27 06:14:50
1364364951,in[cummings],2013-03-27 06:15:51
1364365071,in[cummings],2013-03-27 06:17:51
1364365193,in[cummings],2013-03-27 06:19:53
1364365242,in[cummings],2013-03-27 06:20:42
1364365314,in[cummings],2013-03-27 06:21:54
1364365436,in[cummings],2013-03-27 06:23:56
1364365494,in[cummings],2013-03-27 06:24:54
1364365557,in[cummings],2013-03-27 06:25:57
1364365615,in[cummings],2013-03-27 06:26:55
1364365628,in[cummings],2013-03-27 06:27:08
1364365797,in[cummings],2013-03-27 06:29:57
1364365884,in[cummings],2013-03-27 06:31:24
1364366005,in[cummings],2013-03-27 06:33:25
1364366023,in[cummings],2013-03-27 06:33:43
1364366126,in[cummings],2013-03-27 06:35:26
1364366589,in[cummings],2013-03-27 06:43:09
1364366676,in[cummings],2013-03-27 06:44:36
1364366739,in[cummings],2013-03-27 06:45:39
1364366796,in[cummings],2013-03-27 06:46:36
1364366828,in[cummings],2013-03-27 06:47:08
1364366934,in[cummings],2013-03-27 06:48:54
1364367021,in[cummings],2013-03-27 06:50:21
1364367142,in[cummings],2013-03-27 06:52:22
1364367218,in[cummings],2013-03-27 06:53:38
1364367237,in[cummings],2013-03-27 06:53:57
1364367269,in[cummings],2013-03-27 06:54:29
1364367297,in[cummings],2013-03-27 06:54:57
1364367334,near[murdough; cummings; Tuck_hall; ],2013-03-27 06:55:34
1364367349,in[Tuck_hall],2013-03-27 06:55:49
1364367368,near[Tuck_hall; butterfield; chasehall; ],2013-03-27 06:56:08
1364367388,near[fahey-mclane; Tuck_hall; chasehall; ],2013-03-27 06:56:28
1364367487,near[butterfield; fahey-mclane; chasehall; ],2013-03-27 06:58:07
1364367499,in[butterfield],2013-03-27 06:58:19
1364367523,in[butterfield],2013-03-27 06:58:43
1364367576,in[butterfield],2013-03-27 06:59:36
1364367591,in[baker-berry],2013-03-27 06:59:51
1364367653,near[baker-berry; carpenterhall; silsby-rocky; ],2013-03-27 07:00:53
1364367710,near[kemeny; carpenterhall; college-street; silsby-rocky; ],2013-03-27 07:01:50
1364367754,near[college-street; kemeny; raven-house; ],2013-03-27 07:02:34
1364367796,in[college-street],2013-03-27 07:03:16
1364367880,near[sudikoff; college-street; moore; ],2013-03-27 07:04:40
1364367907,in[sudikoff],2013-03-27 07:05:07
1364367922,in[sudikoff],2013-03-27 07:05:22
1364367937,in[sudikoff],2013-03-27 07:05:37
1364368028,in[sudikoff],2013-03-27 07:07:08
1364368434,in[sudikoff],2013-03-27 07:13:54
1364369930,in[sudikoff],2013-03-27 07:38:50
1364369998,in[sudikoff],2013-03-27 07:39:58
1364370430,in[sudikoff],2013-03-27 07:47:10
1364370523,in[sudikoff],2013-03-27 07:48:43
1364370541,near[sudikoff; ropeferry; mclaughlin; ],2013-03-27 07:49:01
1364370577,near[ropeferry; sudikoff; raven-house; ],2013-03-27 07:49:37
1364370629,near[college-street; sudikoff; raven-house; ],2013-03-27 07:50:29
1364370696,in[college-street],2013-03-27 07:51:36
1364370712,in[baker-berry],2013-03-27 07:51:52
1364370832,near[websterhall; baker-berry; sanborn; ],2013-03-27 07:53:52
1364370867,near[baker-berry; websterhall; sanborn; ],2013-03-27 07:54:27
1364370883,near[websterhall; dartmouth_hall; baker-berry; ],2013-03-27 07:54:43
1364370893,near[dartmouth_hall; thornton; wentworth; ],2013-03-27 07:54:53
1364370904,near[dartmouth_hall; thornton; wentworth; ],2013-03-27 07:55:04
1364370997,near[wentworth; robinson; baker-berry; ],2013-03-27 07:56:37
1364371014,near[parkhurst; baker-berry; robinson; ],2013-03-27 07:56:54
1364371055,near[hopkins; parkhurst; thornton; ],2013-03-27 07:57:35
1364371087,near[thornton; hopkins; batrlett; ],2013-03-27 07:58:07
1364371103,near[hopkins; carson-tech_services; HanoverInn; ],2013-03-27 07:58:23
1364371130,near[hopkins; carson-tech_services; reed; ],2013-03-27 07:58:50
1364371196,in[hopkins],2013-03-27 07:59:56
1364371361,in[hopkins],2013-03-27 08:02:41
1364371388,in[hopkins],2013-03-27 08:03:08
1364371941,in[hopkins],2013-03-27 08:12:21
1364372027,in[hopkins],2013-03-27 08:13:47
1364372147,in[hopkins],2013-03-27 08:15:47
1364372217,in[hopkins],2013-03-27 08:16:57
1364372270,in[hopkins],2013-03-27 08:17:50
