time,location,timestamp
1364364875,in[sudikoff],2013-03-27 06:14:35
1364366734,in[sudikoff],2013-03-27 06:45:34
1364367274,in[sudikoff],2013-03-27 06:54:34
1364379216,in[sudikoff],2013-03-27 10:13:36
1364380137,near[steele; college-street; baker-berry; ],2013-03-27 10:28:57
1364380147,near[steele; college-street; baker-berry; ],2013-03-27 10:29:07
1364380163,near[steele; college-street; baker-berry; ],2013-03-27 10:29:23
1364380227,near[baker-berry; college-street; steele; ],2013-03-27 10:30:27
1364380251,in[baker-berry],2013-03-27 10:30:51
1364380263,near[baker-berry; kemeny; college-street; ],2013-03-27 10:31:03
1364380277,near[kemeny; baker-berry; ],2013-03-27 10:31:17
1364380292,in[kemeny],2013-03-27 10:31:32
1364380312,near[kemeny; silsby-rocky; carson-tech_services; ],2013-03-27 10:31:52
1364380352,near[silsby-rocky; carpenterhall; kemeny; ],2013-03-27 10:32:32
1364380380,near[silsby-rocky; carpenterhall; butterfield; ],2013-03-27 10:33:00
1364380395,in[butterfield],2013-03-27 10:33:15
1364380416,near[butterfield; silsby-rocky; parkhurst; ],2013-03-27 10:33:36
1364380435,near[butterfield; gile; fahey-mclane; ],2013-03-27 10:33:55
1364380446,near[gile; fahey-mclane; butterfield; ],2013-03-27 10:34:06
1364380462,near[streeter; fahey-mclane; byrnehall; ],2013-03-27 10:34:22
1364380496,near[streeter; fahey-mclane; byrnehall; ],2013-03-27 10:34:56
1364380511,in[fahey-mclane],2013-03-27 10:35:11
1364380530,in[chasehall],2013-03-27 10:35:30
1364380545,in[chasehall],2013-03-27 10:35:45
1364380588,near[chasehall; cummings; feldberg_library; ],2013-03-27 10:36:28
1364380604,in[cummings],2013-03-27 10:36:44
1364380621,in[cummings],2013-03-27 10:37:01
1364380636,in[maclean],2013-03-27 10:37:16
1364380652,in[maclean],2013-03-27 10:37:32
1364380664,in[maclean],2013-03-27 10:37:44
1364380679,in[maxwell],2013-03-27 10:37:59
1364380730,in[channing-cox],2013-03-27 10:38:50
1364380826,in[channing-cox],2013-03-27 10:40:26
1364380923,in[channing-cox],2013-03-27 10:42:03
1364381019,in[channing-cox],2013-03-27 10:43:39
1364381363,in[channing-cox],2013-03-27 10:49:23
1364381384,in[channing-cox],2013-03-27 10:49:44
1364381616,in[channing-cox],2013-03-27 10:53:36
1364381669,in[channing-cox],2013-03-27 10:54:29
1364381954,in[channing-cox],2013-03-27 10:59:14
1364382243,in[channing-cox],2013-03-27 11:04:03
1364382307,in[channing-cox],2013-03-27 11:05:07
1364382328,in[channing-cox],2013-03-27 11:05:28
1364382344,in[channing-cox],2013-03-27 11:05:44
1364382360,in[channing-cox],2013-03-27 11:06:00
1364382382,in[channing-cox],2013-03-27 11:06:22
1364382495,in[channing-cox],2013-03-27 11:08:15
1364382780,in[channing-cox],2013-03-27 11:13:00
1364382816,in[channing-cox],2013-03-27 11:13:36
1364382921,in[channing-cox],2013-03-27 11:15:21
1364384016,in[channing-cox],2013-03-27 11:33:36
1364384390,in[channing-cox],2013-03-27 11:39:50
1364384855,in[channing-cox],2013-03-27 11:47:35
1364385072,in[channing-cox],2013-03-27 11:51:12
1364385216,in[channing-cox],2013-03-27 11:53:36
1364386416,in[channing-cox],2013-03-27 12:13:36
1364386686,in[channing-cox],2013-03-27 12:18:06
1364387616,in[channing-cox],2013-03-27 12:33:36
1364388223,in[channing-cox],2013-03-27 12:43:43
1364388499,in[channing-cox],2013-03-27 12:48:19
1364388818,in[channing-cox],2013-03-27 12:53:38
1364390018,in[channing-cox],2013-03-27 13:13:38
1364390304,in[channing-cox],2013-03-27 13:18:24
1364390731,in[channing-cox],2013-03-27 13:25:31
1364391218,in[channing-cox],2013-03-27 13:33:38
1364392416,in[channing-cox],2013-03-27 13:53:36
1364392555,in[channing-cox],2013-03-27 13:55:55
1364393616,in[channing-cox],2013-03-27 14:13:36
1364394366,in[channing-cox],2013-03-27 14:26:06
1364394816,in[channing-cox],2013-03-27 14:33:36
1364396016,in[channing-cox],2013-03-27 14:53:36
1364396174,in[channing-cox],2013-03-27 14:56:14
1364397216,in[channing-cox],2013-03-27 15:13:36
1364398026,in[channing-cox],2013-03-27 15:27:06
1364398416,in[channing-cox],2013-03-27 15:33:36
1364399023,in[channing-cox],2013-03-27 15:43:43
1364399616,in[channing-cox],2013-03-27 15:53:36
1364399836,in[channing-cox],2013-03-27 15:57:16
1364400816,in[channing-cox],2013-03-27 16:13:36
1364401650,in[channing-cox],2013-03-27 16:27:30
1364402016,in[channing-cox],2013-03-27 16:33:36
1364403216,in[channing-cox],2013-03-27 16:53:36
1364403486,in[channing-cox],2013-03-27 16:58:06
1364404416,in[channing-cox],2013-03-27 17:13:36
1364405163,in[channing-cox],2013-03-27 17:26:03
1364405182,in[channing-cox],2013-03-27 17:26:22
1364405467,in[channing-cox],2013-03-27 17:31:07
1364405616,in[channing-cox],2013-03-27 17:33:36
1364405752,in[channing-cox],2013-03-27 17:35:52
1364406037,in[channing-cox],2013-03-27 17:40:37
1364406322,in[channing-cox],2013-03-27 17:45:22
1364406435,in[channing-cox],2013-03-27 17:47:15
1364406607,in[channing-cox],2013-03-27 17:50:07
1364406816,in[channing-cox],2013-03-27 17:53:36
1364406892,in[channing-cox],2013-03-27 17:54:52
1364406988,in[channing-cox],2013-03-27 17:56:28
1364407290,in[channing-cox],2013-03-27 18:01:30
1364407762,in[channing-cox],2013-03-27 18:09:22
1364408016,in[channing-cox],2013-03-27 18:13:36
1364408332,in[channing-cox],2013-03-27 18:18:52
1364408569,in[channing-cox],2013-03-27 18:22:49
1364408580,in[channing-cox],2013-03-27 18:23:00
1364408590,in[channing-cox],2013-03-27 18:23:10
1364408694,in[channing-cox],2013-03-27 18:24:54
1364408875,in[channing-cox],2013-03-27 18:27:55
1364409160,in[channing-cox],2013-03-27 18:32:40
1364409216,in[channing-cox],2013-03-27 18:33:36
1364409445,in[channing-cox],2013-03-27 18:37:25
1364409730,in[channing-cox],2013-03-27 18:42:10
1364409823,in[channing-cox],2013-03-27 18:43:43
1364410015,in[channing-cox],2013-03-27 18:46:55
1364410300,in[channing-cox],2013-03-27 18:51:40
1364410386,in[channing-cox],2013-03-27 18:53:06
1364410416,in[channing-cox],2013-03-27 18:53:36
1364411205,in[channing-cox],2013-03-27 19:06:45
1364411490,in[channing-cox],2013-03-27 19:11:30
1364411616,in[channing-cox],2013-03-27 19:13:36
1364411776,in[channing-cox],2013-03-27 19:16:16
1364412060,in[channing-cox],2013-03-27 19:21:00
1364412346,in[channing-cox],2013-03-27 19:25:46
1364412631,in[channing-cox],2013-03-27 19:30:31
1364412816,in[channing-cox],2013-03-27 19:33:36
1364412916,in[channing-cox],2013-03-27 19:35:16
1364413026,in[channing-cox],2013-03-27 19:37:06
1364413818,in[channing-cox],2013-03-27 19:50:18
1364414016,in[channing-cox],2013-03-27 19:53:36
1364414103,in[channing-cox],2013-03-27 19:55:03
1364414388,in[channing-cox],2013-03-27 19:59:48
1364414673,in[channing-cox],2013-03-27 20:04:33
1364414958,in[channing-cox],2013-03-27 20:09:18
1364415216,in[channing-cox],2013-03-27 20:13:36
1364415528,in[channing-cox],2013-03-27 20:18:48
1364415666,in[channing-cox],2013-03-27 20:21:06
1364416402,in[channing-cox],2013-03-27 20:33:22
1364416416,in[channing-cox],2013-03-27 20:33:36
